timestamp,imu_w,imu_x,imu_y,imu_z,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6
0.044000,0.600305,-0.600334,-0.373523,-0.373783,0.005055,0.010974,-0.008348,0.009115,-0.006370,-0.002370,-0.031723,0.003525,-0.002518,0.023666,0.010574,0.058914
0.047000,0.600267,-0.600350,-0.373582,-0.373759,0.005055,0.010974,-0.008348,0.009115,-0.006370,-0.002370,-0.024673,-0.017624,-0.021652,-0.110275,0.043808,0.075027
0.064000,0.600267,-0.600350,-0.373582,-0.373759,-0.011823,0.002918,-0.006046,-0.003544,-0.019797,-0.000451,-1.110321,-0.850491,-0.055893,-1.029755,-1.065002,0.059921
0.084000,0.600547,-0.601209,-0.372541,-0.372966,-0.021797,-0.022784,-0.000675,-0.032315,-0.051253,-0.007740,-0.394279,-1.208012,0.365070,-1.486977,-1.586678,-0.509087
0.105000,0.602494,-0.603500,-0.369587,-0.369045,-0.021797,-0.050021,0.001626,-0.050729,-0.064297,-0.027305,-0.088120,-1.248295,0.079056,-0.689358,-0.437584,-0.923004
0.125000,0.603396,-0.606360,-0.367058,-0.365390,-0.013741,-0.077641,-0.005279,-0.056099,-0.065063,-0.052623,0.602745,-1.258366,-0.472832,0.087112,0.064957,-1.288578
0.145000,0.601261,-0.610984,-0.365888,-0.362367,-0.009138,-0.090683,-0.007965,-0.049195,-0.055472,-0.086765,0.007553,-0.261341,-0.038773,0.238178,0.656124,-1.700481
0.165000,0.597195,-0.615368,-0.367978,-0.359546,-0.017194,-0.091066,-0.002976,-0.037302,-0.042046,-0.118988,-0.116318,0.305653,-0.035751,0.876678,0.466789,-1.875717
0.185000,0.591245,-0.622497,-0.370592,-0.354385,-0.034074,-0.073037,0.013519,-0.020807,-0.021332,-0.160418,-0.841427,0.768917,1.143557,0.875671,0.843441,-1.726665
0.205000,0.579734,-0.629654,-0.370667,-0.360626,-0.060926,-0.049637,0.041138,-0.014669,-0.002535,-0.181900,-1.272465,1.214054,1.421515,-0.124374,1.004578,-1.085144
0.225000,0.566993,-0.636876,-0.368926,-0.369867,-0.073201,-0.020482,0.074513,-0.028096,0.019332,-0.212973,-0.570518,1.352026,1.815290,-1.027740,1.015656,-1.512154
0.245000,0.554494,-0.650453,-0.368877,-0.365209,-0.073969,0.011357,0.112874,-0.056483,0.028922,-0.247114,0.080063,1.700481,2.229206,-1.405403,0.246235,-1.700481
0.266000,0.544995,-0.665528,-0.366272,-0.354821,-0.062844,0.037060,0.145865,-0.086404,0.025853,-0.273583,0.670223,0.892792,1.140535,-1.549416,-0.424492,-1.197941
0.286000,0.535132,-0.682302,-0.359527,-0.344729,-0.041362,0.043198,0.158907,-0.122465,0.012426,-0.285092,1.022705,0.173725,0.374134,-1.863628,-0.851498,-0.299610
0.306000,0.527428,-0.694247,-0.354922,-0.337449,-0.032539,0.054322,0.154687,-0.163510,-0.012125,-0.283174,0.245228,0.651089,-0.550377,-2.530327,-1.115356,0.190845
0.326000,0.523348,-0.702825,-0.355167,-0.325576,-0.034840,0.059309,0.140878,-0.196118,-0.040129,-0.272048,-0.218037,-0.014603,-0.736691,-1.170750,-1.596748,0.595695
0.346000,0.519036,-0.706611,-0.356916,-0.322357,-0.030621,0.049335,0.118244,-0.208009,-0.062379,-0.254786,0.276447,-0.475853,-1.149601,-0.097183,-0.524193,1.148592
0.366000,0.519970,-0.704089,-0.354286,-0.329198,-0.033690,0.034757,0.102900,-0.207626,-0.083477,-0.223331,-0.245228,-1.033783,-0.531242,-0.031723,-1.204990,1.691418
0.386000,0.525480,-0.698172,-0.351837,-0.335615,-0.029470,0.024784,0.100598,-0.193432,-0.099972,-0.189573,0.292561,-0.193867,0.177753,0.956238,-0.432549,1.917006
0.407000,0.536278,-0.687886,-0.341976,-0.349672,-0.031772,0.029004,0.110956,-0.171566,-0.101889,-0.147374,-0.299610,0.307667,0.547356,1.280521,0.014603,2.082170
0.427000,0.545191,-0.678059,-0.325777,-0.369962,-0.028703,0.045499,0.128219,-0.158140,-0.096519,-0.102876,0.308674,0.805172,1.098238,0.185810,0.147541,2.486015
0.447000,0.557836,-0.666111,-0.305229,-0.389809,-0.012974,0.055472,0.149701,-0.146248,-0.080791,-0.045718,1.787090,1.678324,0.115311,0.569511,1.483955,2.778072
0.467000,0.571550,-0.653667,-0.285737,-0.405469,-0.006453,0.057007,0.172717,-0.125534,-0.053171,0.000315,0.247242,0.557426,1.278507,1.065004,0.857540,2.531334
0.487000,0.576941,-0.647519,-0.274014,-0.415662,0.003905,0.046266,0.180006,-0.087555,-0.035909,0.041746,0.427513,-0.935089,0.056900,2.022751,0.635983,1.598764
0.507000,0.578019,-0.646589,-0.254976,-0.427556,0.006589,0.037826,0.172333,-0.065306,-0.027853,0.060159,0.066971,0.131428,-0.342915,0.763882,0.371113,0.810207
0.527000,0.579580,-0.644533,-0.242832,-0.435543,0.016564,0.026702,0.153921,-0.060703,-0.030922,0.063612,0.692379,-0.924011,-1.027740,0.011581,-0.386223,-0.056900
0.547000,0.580927,-0.643752,-0.239692,-0.436641,0.017330,0.002918,0.127451,-0.069142,-0.044348,0.056323,-0.097183,-1.218082,-1.414467,-0.593681,-0.745754,-0.628933
0.568000,0.581983,-0.644538,-0.241125,-0.433273,0.003137,-0.027003,0.095611,-0.085253,-0.067749,0.036375,-1.214054,-1.409431,-1.435616,-0.884735,-1.219090,-1.189884
