timestamp,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6
0.433,-0.129209,0.08386,0.290486,0.027528,0.449361,0.23969,2.611902,-2.179859,1.156649,1.767956,-0.712521,2.721676
0.454,-0.071667,0.037826,0.297775,0.055532,0.42596,0.284571,2.820372,-2.435661,-0.167683,0.886749,-1.232182,1.804211
0.474,-0.015276,-0.01166,0.276676,0.056299,0.382996,0.297231,3.046967,-2.535362,-1.700481,-0.281483,-2.647152,-0.214008
0.494,0.017714,-0.038896,0.244069,0.031748,0.341565,0.279585,2.037857,-2.578667,-2.070084,-1.514168,-2.526299,-1.562508
0.514,0.023468,-0.065748,0.214147,0.00873,0.280954,0.245443,-0.829342,-0.331837,-0.946167,-0.803158,-3.037903,-2.258411
0.534,-0.009138,-0.086847,0.188446,0.012183,0.21574,0.197876,-2.017715,-1.615883,-1.312748,0.685329,-3.511238,-2.418541
0.554,-0.051719,-0.124825,0.16236,0.023308,0.142855,0.147238,-2.191944,-2.028793,-1.202976,0.67828,-3.637127,-2.795193
0.574,-0.102357,-0.170474,0.137425,0.024843,0.079558,0.086244,-2.422569,-2.672329,-1.48597,-0.358021,-3.25745,-3.112427
0.594,-0.150692,-0.234921,0.101366,0.014102,0.010509,0.037909,-2.602837,-3.117462,-1.871685,-0.959259,-3.259464,-1.982468
0.614,-0.207082,-0.295915,0.063388,-0.018506,-0.048951,0.019496,-2.683407,-3.119476,-2.17281,-1.960312,-2.943237,0.208973
0.635,-0.247745,-0.358828,0.011601,-0.061854,-0.102273,0.037525,-1.355045,-2.703548,-2.647152,-2.331928,-1.930099,1.296635
0.655,-0.254266,-0.400258,-0.045941,-0.118628,-0.117234,0.0709,0.315723,-1.705517,-3.327946,-2.760952,0.06395,0.918976
0.675,-0.229715,-0.437085,-0.110004,-0.162743,-0.130278,0.081641,1.902906,-1.452736,-3.213139,-2.056992,0.080063,0.523186
0.695,-0.184832,-0.44399,-0.168314,-0.195735,-0.122988,0.085861,2.242298,0.226093,-2.741817,-0.947174,0.786037,-0.132435
0.715,-0.137265,-0.42481,-0.200154,-0.1942,-0.096903,0.069365,2.63003,1.307713,-0.288532,0.712521,1.689404,-1.150608
0.735,-0.091615,-0.395655,-0.192098,-0.163894,-0.053938,0.032922,1.537331,1.647104,1.067019,1.99556,2.567591,-2.10231
0.755,-0.08471,-0.353073,-0.160258,-0.115943,0.002453,-0.01733,-0.368092,2.123461,1.973404,2.604853,2.720669,-2.644131
0.776,-0.107727,-0.308575,-0.11806,-0.054565,0.052322,-0.069118,-1.428566,2.563562,2.431631,2.910002,2.535362,-2.874752
0.796,-0.141101,-0.25065,-0.062437,-0.007381,0.101808,-0.113234,-2.030807,2.958344,2.685419,2.001602,2.031815,-1.534309
