timestamp,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6
0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,-0.0070490837097168,-0.0105427503585815,-0.00653171539306641,0.00780463218688965,-0.00809955596923828,-0.00997933745384216,-0.336311042308807,-0.420889914035797,-0.0712426602840424,0.181601405143738,-0.784656167030335,0.245096445083618
0.04,-0.0232192575931549,-0.0318089723587036,-0.0174610614776611,0.00820398330688477,-0.0264120697975159,-0.0139804780483246,-0.80517703294754,-0.949284076690674,-0.431977927684784,0.0155100394040346,-0.929103374481201,0.482514053583145
0.06,-0.0295906364917755,-0.0534675121307373,-0.0173358917236328,-0.00132489204406738,-0.0546956658363342,0.016467809677124,-0.303057312965393,-1.12125086784363,-0.239352256059647,-0.506304979324341,-1.34412932395935,1.72040390968323
0.08,-0.052325040102005,-0.0810324549674988,-0.0154323577880859,-0.000360965728759766,-0.0682805180549622,0.0331513285636902,-1.17165660858154,-1.25898623466492,0.105421639978886,0.0758956223726273,-0.619100511074066,0.837706565856934
0.1,-0.0685818046331406,-0.10764616727829,-0.00489377975463867,-0.00898051261901856,-0.0680997967720032,0.0386658310890198,-0.517788887023926,-1.45246875286102,0.569059312343597,-0.525525867938995,0.0642352551221848,0.242290452122688
0.12,-0.0805370509624481,-0.145345628261566,0.00217032432556152,-0.0252375602722168,-0.0564599633216858,0.031733363866806,-0.540424525737762,-1.92285251617432,0.177665948867798,-0.840484142303467,0.543775379657745,-0.316545903682709
0.14,-0.096931591629982,-0.193466126918793,-0.00262069702148437,-0.051160454750061,-0.0351797938346863,0.0146884024143219,-0.705497086048126,-2.13132953643799,-0.226041153073311,-1.25541079044342,0.99061793088913,-0.780711114406586
0.16,-0.0993929505348206,-0.225146889686584,-0.0191524028778076,-0.0857449769973755,-0.00584214925765991,0.0119822025299072,-0.17361456155777,-1.40229988098145,-0.863863050937653,-1.69171011447907,1.36073327064514,-0.125069215893745
0.18,-0.0942664742469788,-0.243420124053955,-0.0492677688598633,-0.109413027763367,0.00870025157928467,0.0209961831569672,0.139003574848175,-0.697766005992889,-1.46179115772247,-0.966683864593506,0.605468988418579,0.41454353928566
0.2,-0.0895875245332718,-0.243982315063477,-0.0639579296112061,-0.111098289489746,0.0246431231498718,0.00276058912277222,0.406449496746063,-0.597510159015656,0.667362153530121,1.38914585113525,-0.421462595462799,-2.49011135101318
0.22,-0.0834512710571289,-0.233826041221619,-0.0671024322509766,-0.0967055559158325,0.027323842048645,-0.0350816547870636,0.164221376180649,0.751599311828613,-0.167894914746285,0.543236315250397,0.36928004026413,-1.47935342788696
0.24,-0.0923532992601395,-0.210863173007965,-0.063284158706665,-0.078947901725769,0.0357530117034912,-0.0786775350570679,-0.399865508079529,1.15476334095001,0.253131926059723,0.891039192676544,0.625143766403198,-2.24921894073486
0.26,-0.110034748911858,-0.181454598903656,-0.0494239330291748,-0.0571166276931763,0.0504559278488159,-0.112530559301376,-0.830992639064789,1.43222308158875,0.687610745429993,1.23975574970245,1.26039385795593,-0.311446666717529
0.28,-0.135836482048035,-0.144891798496246,-0.0260601043701172,-0.0499567985534668,0.0702877640724182,-0.109618693590164,-1.1205461025238,1.63077342510223,0.94180566072464,0.358594596385956,1.32026743888855,0.411983966827393
0.3,-0.168594941496849,-0.103637874126434,0.00340986251831055,-0.0551363229751587,0.095920741558075,-0.0768260061740875,-1.47327435016632,1.8250720500946,1.36562156677246,-0.134556606411934,1.57918131351471,1.93048441410065
0.32,-0.184610739350319,-0.0590780973434448,0.039743185043335,-0.0653660297393799,0.131006896495819,-0.0249867737293243,-0.663977801799774,1.97447025775909,1.75052309036255,-0.327796638011932,2.15156650543213,2.29072093963623
0.34,-0.185346126556396,-0.0134049654006958,0.080815315246582,-0.0665290355682373,0.176014423370361,0.00991594791412354,-0.0221790578216314,2.09978723526001,2.01162958145142,0.099218524992466,2.46859884262085,1.70336413383484
0.36,-0.174256265163422,0.0111526250839233,0.128477215766907,-0.0586191415786743,0.214175760746002,0.0442825555801392,0.569221258163452,1.08303713798523,2.28841757774353,0.525238752365112,1.81210792064667,1.68787097930908
0.38,-0.150823056697845,0.015647292137146,0.161241292953491,-0.0413391590118408,0.24134373664856,0.0826666802167892,0.998882472515106,0.326110690832138,1.42350578308105,0.980818867683411,1.23899066448212,2.15637588500977
0.4,-0.120141834020615,0.00726675987243652,0.177639603614807,-0.0154759883880615,0.25507390499115,0.129567354917526,1.31085658073425,-0.220593392848968,0.649569034576416,1.39038836956024,0.550000548362732,2.57043695449829
0.42,-0.0855185985565186,-0.00820934772491455,0.181308507919312,0.00582242012023926,0.257644236087799,0.193482890725136,1.46275091171265,-0.509160101413727,0.0474406257271767,1.03911101818085,0.298329681158066,2.89462924003601
0.44,-0.0471161901950836,-0.0313261151313782,0.174229860305786,0.0202548503875732,0.256716310977936,0.256511390209198,1.64338266849518,-0.862046599388123,-0.431606024503708,0.880519151687622,0.136055380105972,2.28768229484558
0.46,-0.039039671421051,-0.0348355770111084,0.172568559646606,0.00603699684143066,0.245396614074707,0.246061384677887,0.564149439334869,-0.674516141414642,-0.00701844319701195,-0.43448543548584,-0.666757106781006,-0.572061121463776
0.48,-0.0377778112888336,-0.056058943271637,0.18460738658905,0.00760674476623535,0.222814798355103,0.224353194236755,0.293638527393341,-1.21329820156097,0.775999546051025,0.239922553300858,-1.06566226482391,-0.983937442302704
0.5,-0.0407014489173889,-0.0954089164733887,0.188107371330261,0.0190277099609375,0.193771660327911,0.195215955376625,-0.180101007223129,-1.76270222663879,0.107186384499073,0.568899989128113,-1.3490823507309,-1.32379496097565
0.52,-0.0521336197853088,-0.138111352920532,0.183816313743591,0.0210943222045898,0.15786224603653,0.160063534975052,-0.66256856918335,-2.2867317199707,-0.454076737165451,-0.0762112215161324,-1.62084102630615,-1.59958744049072
0.54,-0.073352187871933,-0.188875138759613,0.166208744049072,0.00921154022216797,0.117421925067902,0.119902893900871,-1.0109304189682,-2.4723801612854,-0.944227278232574,-0.60573947429657,-1.85077702999115,-1.82647454738617
0.56,-0.101890191435814,-0.24198842048645,0.140275359153748,-0.0123355388641357,0.0730520486831665,0.0982440561056137,-1.36237025260925,-2.55895495414734,-1.33248746395111,-1.03375995159149,-2.0324432849884,-0.981739819049835
0.58,-0.136321231722832,-0.295673906803131,0.107178211212158,-0.0413508415222168,0.0254082083702087,0.0918102562427521,-1.6848771572113,-2.32758736610413,-1.70246911048889,-1.45581221580505,-2.14404344558716,-0.294200032949448
0.6,-0.155107989907265,-0.343550086021423,0.0684765577316284,-0.0751503705978394,-0.00266015529632568,0.0978858172893524,-1.06150424480438,-2.48622131347656,-2.00334644317627,-1.68477594852448,-1.27507567405701,0.278207719326019
