timestamp,libtorch_out1,libtorch_out2,libtorch_out3,libtorch_out4,libtorch_out5,libtorch_out6,pytorch_out1,pytorch_out2,pytorch_out3,pytorch_out4,pytorch_out5,pytorch_out6
18.165001,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
18.184999,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1
18.205,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
18.225,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
18.245001,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
18.264999,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
18.285,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
18.305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18.325001,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
18.346001,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
18.365999,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
18.386,1,1,-1,-1,1,1,1,1,-1,-1,1,1
18.406,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
18.426001,1,1,-0.999956,1,1,-1,1,1,-0.999956,1,1,-1
18.445999,1,1,1,1,1,-1,1,1,1,1,1,-1
18.466,1,1,1,1,1,-1,1,1,1,1,1,-1
18.486,-1,1,1,1,1,-1,-1,1,1,1,1,-1
18.506001,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1
18.525999,-1,1,1,1,1,-1,-1,1,1,1,1,-1
18.546,-1,1,1,-1,1,1,-1,1,1,-1,1,1
18.566,-1,1,1,-1,1,1,-1,1,1,-1,1,1
18.586,-0.653786,1,1,-1,1,1,-0.653776,1,1,-1,1,1
18.606001,1,1,1,-1,1,1,1,1,1,-1,1,1
18.627001,1,1,1,1,-1,1,1,1,1,1,-1,1
18.646999,1,-1,1,1,-1,1,1,-1,1,1,-1,1
18.667,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
18.687,1,-1,-1,1,0.999314,1,1,-1,-1,1,0.999314,1
18.707001,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
18.726999,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
18.747,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
18.767,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
18.787001,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
18.806999,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
18.827,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1
18.847,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
18.867001,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
18.886999,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
18.907,1,1,-1,-1,1,1,1,1,-1,-1,1,1
18.927999,1,1,-1,-1,1,1,1,1,-1,-1,1,1
18.948,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
18.968,1,1,-1,1,1,-1,1,1,-1,1,1,-1
18.988001,1,1,1,1,1,-1,1,1,1,1,1,-1
19.007999,1,1,1,1,1,-1,1,1,1,1,1,-1
19.028,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1
19.048,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1
19.068001,-1,1,1,1,1,-1,-1,1,1,1,1,-1
19.087999,-1,1,1,-1,1,1,-1,1,1,-1,1,1
19.108,-1,1,1,-1,1,1,-1,1,1,-1,1,1
19.128,-1,1,1,-1,1,1,-1,1,1,-1,1,1
19.149,1,1,1,1,1,1,1,1,1,1,1,1
19.169001,1,-1,1,1,-1,1,1,-1,1,1,-1,1
19.188999,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
19.209,1,-1,-1,1,1,1,1,-1,-1,1,1,1
19.229,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1
19.249001,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
19.268999,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
19.289,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
19.309,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
19.329,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1
19.349001,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
19.368999,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
19.389,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
19.409,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1
19.43,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
19.450001,1,1,-1,1,1,-1,1,1,-1,1,1,-1
19.469999,1,1,1,1,1,-1,1,1,1,1,1,-1
19.49,1,1,1,1,1,-1,1,1,1,1,1,-1
19.51,-0.905882,1,1,1,1,-1,-0.90588,1,1,1,1,-1
19.530001,-1,1,1,1,1,-1,-1,1,1,1,1,-1
19.549999,-1,1,1,1,1,1,-1,1,1,1,1,1
19.57,-1,1,1,-1,1,1,-1,1,1,-1,1,1
19.59,-1,1,1,-1,1,1,-1,1,1,-1,1,1
19.610001,-1,1,1,-1,1,1,-1,1,1,-1,1,1
19.629999,1,1,1,-1,1,1,1,1,1,-1,1,1
19.65,1,1,1,1,-1,1,1,1,1,1,-1,1
19.67,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
19.690001,1,-1,-1,1,1,1,1,-1,-1,1,1,1
19.711,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1
19.731001,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
19.750999,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
19.771,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
19.791,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19.811001,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
19.830999,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1
19.851,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
19.871,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19.891001,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
19.910999,1,1,-1,-1,1,1,1,1,-1,-1,1,1
19.931,1,1,-1,-1,1,1,1,1,-1,-1,1,1
19.952,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1
19.972,1,1,1,1,1,-1,1,1,1,1,1,-1
19.992001,1,1,1,1,1,-1,1,1,1,1,1,-1
20.011999,-1,1,1,1,-0.999999,-1,-1,1,1,1,-0.999999,-1
20.032,-1,1,1,1,1,-1,-1,1,1,1,1,-1
20.052,-1,1,1,1,1,-0.998359,-1,1,1,1,1,-0.998359
